Billing,Billing.Id,Billing.Cpf,Billing.Amount,Billing.ProcessedAt
Processing.Scheduled.Worker.Models.Billing,8cb740ad-fd71-420b-b2d4-b2bae440d97a,17416859239,1954.216646983854109,""
Processing.Scheduled.Worker.Models.Billing,1c589b2f-a1d8-4908-8307-d670a8061323,68165375130,874.723835562227881,""
Processing.Scheduled.Worker.Models.Billing,b55cc98c-77c4-4fac-89fa-8f5b46798879,10301650098,1494.16351550638912,""
Processing.Scheduled.Worker.Models.Billing,7e3a5b1f-f635-4c19-a74f-4615b6d992e5,16676163900,483.204763241672605,""
Processing.Scheduled.Worker.Models.Billing,39b4ade1-4b33-4705-b181-f5c8b3ec999c,34631835443,1105.000490439124732,""
Processing.Scheduled.Worker.Models.Billing,8ead884c-a9e7-40b1-bb01-9fc8c83a4e1b,14767299721,1265.722753417083675,""
Processing.Scheduled.Worker.Models.Billing,e8bad205-dc20-4d29-af9b-6ee06ec9c3d5,43085449558,279.671230021244543,""
Processing.Scheduled.Worker.Models.Billing,4a28af59-2b8d-477a-8d9c-1b83d80e77bb,63042170489,75.7704942271906606,""
Processing.Scheduled.Worker.Models.Billing,eac7e3f5-3a1d-44a3-9e48-981ccea9232c,14023954268,1861.739278978546218,""
Processing.Scheduled.Worker.Models.Billing,ca562ab4-1809-4ee4-9328-1fc29eb27114,49219402823,1417.773439159511182,""
Processing.Scheduled.Worker.Models.Billing,d526f47a-7c6c-4a6e-b58a-3a55ccca3c90,74102262857,974.964910469932899,""
Processing.Scheduled.Worker.Models.Billing,55c982f8-05de-4729-85e8-edd830254c73,86412210857,36.6428826398416301,""
Processing.Scheduled.Worker.Models.Billing,af3e9170-31da-4819-8d3c-c75f2759b343,11633888908,1250.569050737456319,""
Processing.Scheduled.Worker.Models.Billing,c0fcdc94-5675-4a2c-ada2-20e5f3b5068f,66749806929,1136.369919759859894,""
Processing.Scheduled.Worker.Models.Billing,57fd3320-b86b-441c-9d83-53db8e58a15f,32752202415,774.916551146616942,""
Processing.Scheduled.Worker.Models.Billing,e7f8f55f-dd10-4887-9919-dbeba396d37b,10672378876,854.012294364168448,""
Processing.Scheduled.Worker.Models.Billing,90071a1d-c7e7-4452-9e04-52a52386e8b8,56588258496,872.402745709477001,""
Processing.Scheduled.Worker.Models.Billing,0c6ba82a-9762-4d24-9b60-d1188bbe627f,66335777533,1968.614249964996192,""
Processing.Scheduled.Worker.Models.Billing,e186c295-90a8-439e-8a35-5a8e097d6c69,10610104810,125.2057720554087935,""
Processing.Scheduled.Worker.Models.Billing,6593d70c-0634-4942-93c1-ceb0cf453dc9,78244840099,1820.489621741459857,""
Processing.Scheduled.Worker.Models.Billing,2d877b9d-36f3-4ea2-b519-7bf160d8c5ca,88665084207,557.135071603644617,""
Processing.Scheduled.Worker.Models.Billing,7bbd64f1-703b-42e3-9c94-3ffafadee3a2,83624137603,1237.923508501109535,""
Processing.Scheduled.Worker.Models.Billing,442332eb-2139-4ff3-af76-a36e2a1ac9f3,32569782319,349.531264133532998,""
Processing.Scheduled.Worker.Models.Billing,52b1fb25-a698-42e3-908f-a65fee73fd21,76347575868,1583.481490917261499,""
Processing.Scheduled.Worker.Models.Billing,d26f6180-e8fb-488a-b431-ecf28669779b,18943474806,741.199422497394465,""
Processing.Scheduled.Worker.Models.Billing,436f4d12-d0de-428b-9874-a90366846bbb,24523993530,1083.417521956105583,""
Processing.Scheduled.Worker.Models.Billing,4e4bd810-787b-49fd-b860-5b9d74e19520,47878606404,290.676586550976187,""
Processing.Scheduled.Worker.Models.Billing,a8acd481-05cf-42be-8711-e8ed504aea91,52861849363,728.697450977142999,""
Processing.Scheduled.Worker.Models.Billing,a4db82e0-28ef-4e09-94b9-c224fba8f00f,22129559956,889.724830234295117,""
Processing.Scheduled.Worker.Models.Billing,8ab2411e-90a7-4319-98bd-e587493e526d,57740912280,1386.761432829668126,""
Processing.Scheduled.Worker.Models.Billing,3c694979-008e-458c-af54-77372ae12822,40861555244,1199.181004520125258,""
Processing.Scheduled.Worker.Models.Billing,d7bad8bd-637b-46ed-bbf5-00a093995e11,27159482042,1044.561973780655725,""
Processing.Scheduled.Worker.Models.Billing,0d4f842a-7d8c-4fc0-a0dd-e7a0396da317,66288699543,1027.543243422891602,""
Processing.Scheduled.Worker.Models.Billing,e954707b-7b72-4c39-b8b1-9724264b3f72,39674360204,736.068144505409686,""
Processing.Scheduled.Worker.Models.Billing,25ba2d9d-b5ca-47b8-9303-7b1c9f052e60,39755258604,1670.308911181665374,""
Processing.Scheduled.Worker.Models.Billing,d3688e60-e2ca-4676-be05-17e2e18b3d23,75738264355,384.950422761007994,""
Processing.Scheduled.Worker.Models.Billing,d3f64be4-b2ad-4e87-ad0b-0d6bcf177241,19162531565,1553.905814491634228,""
Processing.Scheduled.Worker.Models.Billing,599409f5-e402-4ab6-8353-9e9640fc0b0b,22491256436,1590.134026474846834,""
Processing.Scheduled.Worker.Models.Billing,bf01df4b-539e-442a-9a48-185beccfd28b,56878757860,863.189735550055454,""
Processing.Scheduled.Worker.Models.Billing,ac524870-4ac2-4b27-abc1-9fdad106db91,86875324075,77.3337464715976917,""
Processing.Scheduled.Worker.Models.Billing,e91ede1b-5abe-442f-9b5f-3560b3d5a4ac,15920762896,206.890495506063905,""
Processing.Scheduled.Worker.Models.Billing,4114eae1-ba51-44f6-b89b-df8d6f538b5d,13437762010,1167.094714843246909,""
Processing.Scheduled.Worker.Models.Billing,43541028-7f9e-4bcd-ab13-3a41c0661bec,27622159514,1779.451791234525246,""
Processing.Scheduled.Worker.Models.Billing,49d59e14-7a51-4193-b355-1bdea917d0e2,39119119127,1720.578542125680783,""
Processing.Scheduled.Worker.Models.Billing,02606da0-6908-4240-8144-044303213eae,73290194884,575.636850643268166,""
Processing.Scheduled.Worker.Models.Billing,ec4e5ded-a153-49f1-a9de-cf796a206f03,23470319537,1889.00272079324478,""
Processing.Scheduled.Worker.Models.Billing,2efb68a6-e91a-413b-8676-6c6a4e4f374a,39533499028,165.9616218008853891,""
Processing.Scheduled.Worker.Models.Billing,b87b2192-eb1b-4a8a-afdb-7a4eab2bbee6,14351029080,1030.167585979293555,""
Processing.Scheduled.Worker.Models.Billing,f50c112a-d6b3-4917-8d05-86f446fd309d,63005572277,1975.627301750997175,""
Processing.Scheduled.Worker.Models.Billing,9d89656a-70eb-4dcb-9283-d3e61a36e786,33965872435,369.096961428456277,""
Processing.Scheduled.Worker.Models.Billing,ad826d58-c8eb-49fa-a5b8-2637282295e8,46386995376,211.285865016880423,""
Processing.Scheduled.Worker.Models.Billing,1a3da9c0-e930-4919-b042-a642671b5314,16102215591,1918.110770077961774,""
Processing.Scheduled.Worker.Models.Billing,21092f70-14e5-4156-a1ef-deef5eab8a6a,49461311834,880.865748628912149,""
Processing.Scheduled.Worker.Models.Billing,7891ff40-ba8a-47a2-8be4-192062a0dc85,30572388152,1242.79309096550272,""
Processing.Scheduled.Worker.Models.Billing,c5807c79-665b-438c-b276-60a4d727658f,27676378389,295.96091696757841,""
Processing.Scheduled.Worker.Models.Billing,f9d25893-f2dc-4e41-914f-47ce227d69a5,72145991638,717.293138482744574,""
Processing.Scheduled.Worker.Models.Billing,7e75d555-1f01-4d03-8db8-98faaf494528,48404746133,526.192571428694883,""
Processing.Scheduled.Worker.Models.Billing,f6abfdfe-0516-4ecd-98c7-7f5768cae221,49678269201,1910.682024589125622,""
Processing.Scheduled.Worker.Models.Billing,1a2a557d-219c-420c-bfdf-41ce8babbce1,38633604353,1742.00534074427814,""
Processing.Scheduled.Worker.Models.Billing,bb2e1200-1264-415f-a6aa-c4979eeadcea,48772039663,22.582968483019149,""
Processing.Scheduled.Worker.Models.Billing,32ef6477-92b9-4047-9054-f1725a3eab82,44720246915,976.046166866107488,""
Processing.Scheduled.Worker.Models.Billing,c62b9007-d00c-4eae-b5e0-b8db17b4b497,37483110104,1550.973779044101544,""
Processing.Scheduled.Worker.Models.Billing,6e00f5d2-1e50-4f01-a5a7-604a62dd118f,58316970619,1186.045663992894744,""
Processing.Scheduled.Worker.Models.Billing,b92a62dc-dc9b-48b0-b79f-86ffd3e44220,34383679200,475.977846148880091,""
Processing.Scheduled.Worker.Models.Billing,de1565da-75f7-4b10-95d0-e9f7b596e080,52734554569,219.592434639387923,""
